EmployeeID,NIK,orighiredate_key,department_name,job_title,BUSINESS_UNIT
7328,9203010504870015,11/9/2009,Customer Service,Cashier,STORES
7330,1807160604870016,11/10/2009,Produce,Produce Clerk,STORES
7335,1408091604870010,11/15/2009,Customer Service,Cashier,STORES
7346,9271103004870018,11/23/2009,Processed Foods,Shelf Stocker,STORES
7360,5306024906870016,12/14/2009,Customer Service,Cashier,STORES
7364,6210095907870010,1/4/2010,Customer Service,Cashier,STORES
7369,7405222807870013,1/9/2010,Customer Service,Cashier,STORES
7370,9103133107870013,1/10/2010,Processed Foods,Shelf Stocker,STORES
7372,3402174608870001,1/13/2010,Processed Foods,Shelf Stocker,STORES
7375,7313041308870014,1/17/2010,Produce,Produce Clerk,STORES
7378,1407055109870007,2/1/2010,Customer Service,Cashier,STORES
7379,7110065309870008,2/2/2010,Customer Service,Cashier,STORES
7381,3316066209870008,2/7/2010,Customer Service,Cashier,STORES
7390,1113015910870014,2/21/2010,Processed Foods,Shelf Stocker,STORES
7399,3601127110870005,2/28/2010,Processed Foods,Shelf Stocker,STORES
7406,2103062511870008,3/13/2010,Customer Service,Cashier,STORES
7409,3528131512870005,3/23/2010,Produce,Produce Clerk,STORES
7413,7324050501880010,4/4/2010,Customer Service,Cashier,STORES
7416,1805271401880009,4/8/2010,Customer Service,Cashier,STORES
7418,1805085801880018,4/10/2010,Customer Service,Cashier,STORES
7430,3518161402880007,4/25/2010,Customer Service,Cashier,STORES
7439,3602091603880008,5/11/2010,Customer Service,Cashier,STORES
7443,5103036303880005,5/14/2010,Customer Service,Cashier,STORES
7458,3209286604880005,6/1/2010,Customer Service,Cashier,STORES
7466,1404035505880004,6/11/2010,Customer Service,Cashier,STORES
7470,6205050106880013,6/20/2010,Processed Foods,Shelf Stocker,STORES
7479,1310055506880003,6/28/2010,Customer Service,Cashier,STORES
7480,7101345806880016,6/29/2010,Processed Foods,Shelf Stocker,STORES
7487,1103035207880005,7/12/2010,Customer Service,Cashier,STORES
7495,1106182307880009,7/18/2010,Customer Service,Cashier,STORES
7506,6309115208880006,7/28/2010,Processed Foods,Shelf Stocker,STORES
7516,7316030309880012,8/9/2010,Customer Service,Cashier,STORES
7520,1701104909880007,8/12/2010,Bakery,Baker,STORES
7526,3505096309880011,8/19/2010,Bakery,Baker,STORES
7527,1508086609880014,8/21/2010,Processed Foods,Shelf Stocker,STORES
7530,9201514610880018,8/26/2010,Customer Service,Cashier,STORES
7531,1501190910880009,8/28/2010,Processed Foods,Shelf Stocker,STORES
7546,1210201411880015,9/16/2010,Dairy,Dairy Person,STORES
7550,3319012211880018,9/20/2010,Customer Service,Cashier,STORES
7551,1703122111880007,9/20/2010,Customer Service,Cashier,STORES
7567,3505055601890019,10/19/2010,Customer Service,Cashier,STORES
7582,3672060903890016,11/16/2010,Processed Foods,Shelf Stocker,STORES
7584,1372011403890007,11/19/2010,Customer Service,Cashier,STORES
7588,8208061903890011,11/21/2010,Processed Foods,Shelf Stocker,STORES
7596,3202270204890014,11/29/2010,Bakery,Baker,STORES
7597,3201355104890007,12/4/2010,Customer Service,Cashier,STORES
7610,3175085505890009,12/21/2010,Dairy,Dairy Person,STORES
7611,3273116005890019,12/24/2010,Customer Service,Cashier,STORES
7613,6106096205890015,12/25/2010,Customer Service,Cashier,STORES
7624,3508076706890014,1/13/2011,Customer Service,Cashier,STORES
7633,7101196307890012,1/27/2011,Processed Foods,Shelf Stocker,STORES
7637,7407013107890004,1/31/2011,Customer Service,Cashier,STORES
7644,3218051808890007,2/10/2011,Bakery,Baker,STORES
7650,5306176608890011,2/14/2011,Customer Service,Cashier,STORES
7653,3307105009890002,2/22/2011,Customer Service,Cashier,STORES
7667,3326051510890013,3/12/2011,Dairy,Dairy Person,STORES
7676,5308207110890013,3/21/2011,Customer Service,Cashier,STORES
7691,1604075112890013,4/11/2011,Customer Service,Cashier,STORES
7692,3515061212890013,4/12/2011,Dairy,Dairy Person,STORES
7698,3272056812890001,4/20/2011,Dairy,Dairy Person,STORES
7706,1609181401900016,4/29/2011,Dairy,Dairy Person,STORES
7711,9112176301900013,5/4/2011,Dairy,Dairy Person,STORES
7717,1671014302900016,5/10/2011,Customer Service,Cashier,STORES
7719,7403270702900005,5/12/2011,Customer Service,Cashier,STORES
7722,9102485602900019,5/17/2011,Customer Service,Cashier,STORES
7737,3520050404900001,6/11/2011,Customer Service,Cashier,STORES
7743,3325031304900001,6/15/2011,Processed Foods,Shelf Stocker,STORES
7746,1606091404900010,6/16/2011,Dairy,Dairy Person,STORES
7751,1219096904900007,6/24/2011,Dairy,Dairy Person,STORES
7752,1216066904900004,6/24/2011,Customer Service,Cashier,STORES
7758,3506265605900002,7/3/2011,Bakery,Baker,STORES
7759,9114295905900008,7/4/2011,Customer Service,Cashier,STORES
7770,1114040407900012,7/29/2011,Customer Service,Cashier,STORES
7775,9113205307900008,8/2/2011,Customer Service,Cashier,STORES
7779,3404022307900005,8/8/2011,Processed Foods,Shelf Stocker,STORES
7799,3204340810900019,9/17/2011,Customer Service,Cashier,STORES
7806,8272084511900018,10/2/2011,Customer Service,Cashier,STORES
7813,1401112411900010,10/12/2011,Customer Service,Cashier,STORES
7817,3514100312900016,10/17/2011,Dairy,Dairy Person,STORES
7819,3505150512900005,10/18/2011,Customer Service,Cashier,STORES
7831,3206366701910004,11/15/2011,Dairy,Dairy Person,STORES
7833,1806150802910014,11/21/2011,Customer Service,Cashier,STORES
7838,3209325602910004,11/25/2011,Processed Foods,Shelf Stocker,STORES
7843,5272051702910017,11/26/2011,Processed Foods,Shelf Stocker,STORES
7845,5301221902910011,11/27/2011,Customer Service,Cashier,STORES
7848,9209040703910007,12/6/2011,Customer Service,Cashier,STORES
7852,3316066803910018,12/17/2011,Customer Service,Cashier,STORES
7853,3309124104910015,12/19/2011,Customer Service,Cashier,STORES
7856,6301015004910017,12/23/2011,Dairy,Dairy Person,STORES
7883,1201162406910001,2/1/2012,Processed Foods,Shelf Stocker,STORES
7890,1601300607910014,2/7/2012,Processed Foods,Shelf Stocker,STORES
7896,1503081207910011,2/11/2012,Processed Foods,Shelf Stocker,STORES
7902,3404100408910004,2/23/2012,Customer Service,Cashier,STORES
7903,3325134608910014,2/24/2012,Customer Service,Cashier,STORES
7913,1707110309910009,3/10/2012,Processed Foods,Shelf Stocker,STORES
7928,9207100710910005,3/28/2012,Customer Service,Cashier,STORES
7933,5302231910910006,4/3/2012,Processed Foods,Shelf Stocker,STORES
7936,6110022110910007,4/4/2012,Customer Service,Cashier,STORES
7945,1272052311910017,4/21/2012,Customer Service,Cashier,STORES
7950,3515010212910005,4/26/2012,Customer Service,Cashier,STORES
7954,3211094912910010,4/30/2012,Processed Foods,Shelf Stocker,STORES
7955,2105031112910001,5/1/2012,Customer Service,Cashier,STORES
7966,1278015701920016,5/20/2012,Dairy,Dairy Person,STORES
7968,3316141901920002,5/21/2012,Processed Foods,Shelf Stocker,STORES
7976,1106176402920005,6/9/2012,Customer Service,Cashier,STORES
7977,9117132702920018,6/11/2012,Customer Service,Cashier,STORES
7980,7407014303920004,6/13/2012,Customer Service,Cashier,STORES
7981,1272010203920016,6/13/2012,Processed Foods,Shelf Stocker,STORES
8008,3215131505920013,7/22/2012,Customer Service,Cashier,STORES
8013,7404272605920001,7/28/2012,Customer Service,Cashier,STORES
8014,1501086705920002,7/28/2012,Customer Service,Cashier,STORES
8032,3516096507920012,8/28/2012,Customer Service,Cashier,STORES
8042,3511081608920007,9/9/2012,Customer Service,Cashier,STORES
8043,7102146608920011,9/14/2012,Customer Service,Cashier,STORES
8044,5305122908920016,9/16/2012,Customer Service,Cashier,STORES
8052,6202097009920015,10/3/2012,Customer Service,Cashier,STORES
8067,5317030411920003,10/21/2012,Customer Service,Cashier,STORES
8074,1271123011920018,11/4/2012,Customer Service,Cashier,STORES
8091,7403170601930006,11/23/2012,Customer Service,Cashier,STORES
8108,5206084503930005,12/24/2012,Customer Service,Cashier,STORES
8113,7407051603930006,12/30/2012,Customer Service,Cashier,STORES
8120,3507152003930006,1/1/2013,Customer Service,Cashier,STORES
8122,9102422603930001,1/5/2013,Customer Service,Cashier,STORES
8131,3211196104930013,1/18/2013,Customer Service,Cashier,STORES
8148,3506053005930001,2/8/2013,Customer Service,Cashier,STORES
8151,1302185006930002,2/14/2013,Customer Service,Cashier,STORES
8153,7204081506930001,2/16/2013,Customer Service,Cashier,STORES
8156,5308022206930003,2/20/2013,Customer Service,Cashier,STORES
8159,6209082906930013,2/24/2013,Customer Service,Cashier,STORES
8168,7604011308930003,3/20/2013,Customer Service,Cashier,STORES
8169,9107275508930008,3/21/2013,Customer Service,Cashier,STORES
8175,8208010509930010,4/1/2013,Customer Service,Cashier,STORES
8176,3208120709930013,4/2/2013,Customer Service,Cashier,STORES
8178,3275075009930014,4/3/2013,Customer Service,Cashier,STORES
8179,3513031109930008,4/4/2013,Customer Service,Cashier,STORES
8186,3207041410930017,4/21/2013,Customer Service,Cashier,STORES
8187,3208285710930004,4/23/2013,Customer Service,Cashier,STORES
8188,3514026210930001,4/25/2013,Customer Service,Cashier,STORES
8204,1108266811930006,5/15/2013,Customer Service,Cashier,STORES
8216,1402051201940017,6/8/2013,Customer Service,Cashier,STORES
8221,5203046801940019,6/16/2013,Customer Service,Cashier,STORES
8224,8107075402940001,6/25/2013,Customer Service,Cashier,STORES
8226,7326015602940015,6/26/2013,Customer Service,Cashier,STORES
8227,5202031802940007,6/27/2013,Customer Service,Cashier,STORES
8231,1220010103940009,7/3/2013,Customer Service,Cashier,STORES
8241,3209382603940011,7/16/2013,Customer Service,Cashier,STORES
8243,7201230104940008,7/19/2013,Customer Service,Cashier,STORES
8257,9115142505940009,8/17/2013,Customer Service,Cashier,STORES
8272,1301084207940009,9/6/2013,Customer Service,Cashier,STORES
8282,2102034708940003,9/25/2013,Customer Service,Cashier,STORES
8293,5314050309940001,10/9/2013,Customer Service,Cashier,STORES
8298,3320144909940012,10/13/2013,Customer Service,Cashier,STORES
8303,5302240710940007,10/27/2013,Customer Service,Cashier,STORES
8316,3578041911940002,11/19/2013,Customer Service,Cashier,STORES
8323,3525064612940017,11/28/2013,Customer Service,Cashier,STORES
8328,5310145112940007,12/1/2013,Customer Service,Cashier,STORES
